Source,Target,R or P,Reaction Name,Mass
5_0,C(CO)=O,1,Retro Aldol,60.021129368
5_0,C(C(C(CO)O)O)=O,1,Retro Aldol,120.042258736
5_1,C(CO)=O,1,Knoevenagel H (inv),60.021129368
5_1,C(C(C(CO)O)O)=O,1,Knoevenagel H (inv),120.042258736
7_0,C(CO)(C(C(C(CO)O)O)O)=O,1,Keto-enol migration twice,180.063388104
10_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
10_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (oxidation)",182.079038168
10_1,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (reduction)",196.058302724
10_1,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
13_0,CN,1,Ketone-Catalyzed Decarboxylation,31.042199165
13_0,C(=O)=O,1,Ketone-Catalyzed Decarboxylation,43.98982924
15_0,O,1,Elimination + enol to keto,18.010564684
15_0,C(C(CC(C(CO)O)O)=O)=O,1,Elimination + enol to keto,162.05282342
17_0,O,1,Elimination + enol to keto,18.010564684
17_0,C(CC(C(C(CO)O)O)=O)=O,1,Elimination + enol to keto,162.05282342
19_0,O,1,Elimination + enol to keto,18.010564684
19_0,C(C(C(CC(CO)O)=O)O)=O,1,Elimination + enol to keto,162.05282342
21_0,O,1,Elimination + enol to keto,18.010564684
21_0,C(CC(C=O)O)(C(CO)O)=O,1,Elimination + enol to keto,162.05282342
23_0,O,1,Elimination + enol to keto,18.010564684
23_0,C(C(C(C=O)O)O)(CCO)=O,1,Elimination + enol to keto,162.05282342
25_0,O,1,Elimination + enol to keto,18.010564684
25_0,C(C(C(CC(CO)=O)O)O)=O,1,Elimination + enol to keto,162.05282342
27_0,O,1,Elimination + enol to keto,18.010564684
27_0,C(C(C(C(C(C)=O)O)O)O)=O,1,Elimination + enol to keto,162.05282342
29_0,O,1,Elimination + enol to keto,18.010564684
29_0,C(CC(C(C(C=O)O)O)O)=O,1,Elimination + enol to keto,162.05282342
31_0,C(C(C1C(C(C(O)O1)O)O)O)O,1,Hemiacetal Formation for 5 membered rings,180.063388104
33_0,C(C1C(C(C(C(O)O1)O)O)O)O,1,Hemiacetal Formation for 6 membered rings,180.063388104
35_0,C1C(C(C(C(C(O)O1)O)O)O)O,1,Hemiacetal Formation for 7 membered rings,180.063388104
38_0,C(C(C(C(C(CN)O)O)O)O)O,1,Transamination (inverse),181.095022585
38_0,C(C(O)=O)=O,1,Transamination (inverse),74.00039392400001
40_0,C(=O)=O,1,"Strecker Degradation, HC",43.98982924
40_0,C(C(C(C(C(CN)O)O)O)O)O,1,"Strecker Degradation, HC",181.095022585
40_0,C=O,1,"Strecker Degradation, HC",30.010564684
42_0,C1(C(C(C(C1CO)O)O)O)=O,1,Aldol Condensation,162.05282342
42_1,C1(C(C(C(C1CO)O)O)O)=O,1,Knoevenagel C,162.05282342
44_0,C1(C(C(C(C(C1)O)O)O)O)=O,1,Aldol Condensation,162.05282342
44_1,C1(C(C(C(C(C1)O)O)O)O)=O,1,Knoevenagel H,162.05282342
45_0,C1(C(C(C(C(C1)O)O)O)O)=O,1,Aldol Condensation,162.05282342
47_0,C(C1C(C(C(C1O)O)O)O)=O,1,Aldol Condensation,162.05282342
47_1,C(C1C(C(C(C1O)O)O)O)=O,1,Knoevenagel C,162.05282342
48_0,C(C(C(CO)O)O)=O,1,Aldol Condensation,120.042258736
48_1,C(C(C(CO)O)O)=O,1,Knoevenagel H,120.042258736
49_0,C(C(C(C(C(CO)O)O)O)O)=O,1,Aldol Condensation,180.063388104
49_1,C(C(C(C(C(CO)O)O)O)O)=O,1,Knoevenagel H,180.063388104
51_0,C(C(C=O)O)(O)=O,1,Aldol Condensation,104.010958608
51_1,C(C(C=O)O)(O)=O,1,Knoevenagel H,104.010958608
53_0,C(C(C(C=O)O)O)(O)=O,1,Aldol Condensation,134.021523292
53_1,C(C(C(C=O)O)O)(O)=O,1,Knoevenagel H,134.021523292
55_0,C(C(CO)O)=O,1,Aldol Condensation,90.031694052
55_1,C(C(CO)O)=O,1,Knoevenagel H,90.031694052
57_0,C(C(C(CO)C(C(CO)O)O)=O)=O,1,Aldol Condensation,192.063388104
57_1,C(C(C(CO)C(C(CO)O)O)=O)=O,1,Knoevenagel C,192.063388104
59_0,C(C(C(C(C(CO)O)O)=O)CO)=O,1,Aldol Condensation,192.063388104
59_1,C(C(C(C(C(CO)O)O)=O)CO)=O,1,Knoevenagel C,192.063388104
61_0,C(C(C(C(CO)C(CO)O)=O)O)=O,1,Aldol Condensation,192.063388104
61_1,C(C(C(C(CO)C(CO)O)=O)O)=O,1,Knoevenagel C,192.063388104
63_0,C(C(CO)C(C=O)O)(C(CO)O)=O,1,Aldol Condensation,192.063388104
63_1,C(C(CO)C(C=O)O)(C(CO)O)=O,1,Knoevenagel C,192.063388104
65_0,C(C(C(C=O)O)O)(C(CO)CO)=O,1,Aldol Condensation,192.063388104
65_1,C(C(C(C=O)O)O)(C(CO)CO)=O,1,Knoevenagel C,192.063388104
67_0,C(C(C(C(C(CO)=O)CO)O)O)=O,1,Aldol Condensation,192.063388104
67_1,C(C(C(C(C(CO)=O)CO)O)O)=O,1,Knoevenagel C,192.063388104
69_0,C(C(CO)O)(CC(C(C=O)O)O)=O,1,Aldol Condensation,192.063388104
69_1,C(C(CO)O)(CC(C(C=O)O)O)=O,1,Knoevenagel H,192.063388104
71_0,C(C(C(C(C=O)O)O)O)(CCO)=O,1,Aldol Condensation,192.063388104
73_0,C(C(CO)C(C(C(C=O)O)O)O)=O,1,Aldol Condensation,192.063388104
73_1,C(C(CO)C(C(C(C=O)O)O)O)=O,1,Knoevenagel C,192.063388104
75_0,C(C(CC(C(CO)O)O)O)(O)=O,1,Benzilic Acid Rearrangement,180.06338810399998
75_1,C(C(CC(C(CO)O)O)O)(O)=O,1,Cannizarro 1,180.06338810399998
77_0,O,1,Benzilic Acid Rearrangement (inverse),18.010564684
77_0,C(C(C(C(C(CO)O)O)O)=O)=O,1,Benzilic Acid Rearrangement (inverse),178.04773804
78_0,C(CO)=O,1,Retro Aldol,60.021129368
78_0,C(CO)=O,1,Retro Aldol,60.021129368
78_1,C(CO)=O,1,Knoevenagel H (inv),60.021129368
78_1,C(CO)=O,1,Knoevenagel H (inv),60.021129368
80_0,C(C(CO)O)=O,1,Retro Aldol,90.031694052
80_0,C(CO)(CO)=O,1,Retro Aldol,90.031694052
80_1,C(C(CO)O)=O,1,Knoevenagel H (inv),90.031694052
80_1,C(CO)(CO)=O,1,Knoevenagel H (inv),90.031694052
82_0,C(C(CO)O)=O,1,Retro Aldol,90.031694052
82_0,C(C(C)=O)=O,1,Retro Aldol,72.021129368
84_0,C(CO)=O,1,Retro Aldol,60.021129368
84_0,C(CC(CO)=O)=O,1,Retro Aldol,102.031694052
84_1,C(CO)=O,1,Knoevenagel H (inv),60.021129368
84_1,C(CC(CO)=O)=O,1,Knoevenagel H (inv),102.031694052
86_0,C(CO)=O,1,Retro Aldol,60.021129368
86_0,C(C(C(C)=O)O)=O,1,Retro Aldol,102.031694052
89_0,C(C=O)=O,1,Retro Aldol,58.005479304000005
89_0,C(C)(C(CO)O)=O,1,Retro Aldol,104.047344116
91_0,C=O,1,Retro Aldol,30.010564684
91_0,C(C(CC(CO)=O)O)=O,1,Retro Aldol,132.042258736
91_1,C=O,1,Knoevenagel H (inv),30.010564684
91_1,C(C(CC(CO)=O)O)=O,1,Knoevenagel H (inv),132.042258736
93_0,C(CO)=O,1,Retro Aldol,60.021129368
93_0,C(C(CCO)=O)=O,1,Retro Aldol,102.031694052
93_1,C(CO)=O,1,Knoevenagel H (inv),60.021129368
93_1,C(C(CCO)=O)=O,1,Knoevenagel H (inv),102.031694052
95_0,C(C=O)=O,1,Retro Aldol,58.005479304000005
95_0,C(CO)(CCO)=O,1,Retro Aldol,104.047344116
95_1,C(C=O)=O,1,Knoevenagel H (inv),58.005479304000005
95_1,C(CO)(CCO)=O,1,Knoevenagel H (inv),104.047344116
97_0,C=O,1,Retro Aldol,30.010564684
97_0,C(C(C(C(C)=O)O)O)=O,1,Retro Aldol,132.042258736
98_0,C(CO)=O,1,Retro Aldol,60.021129368
98_0,C(CC(CO)=O)=O,1,Retro Aldol,102.031694052
98_1,C(CO)=O,1,Knoevenagel H (inv),60.021129368
98_1,C(CC(CO)=O)=O,1,Knoevenagel H (inv),102.031694052
101_0,C(C(C=O)O)=O,1,Retro Aldol,88.016043988
101_0,C(C)(CO)=O,1,Retro Aldol,74.036779432
102_0,C(CO)=O,1,Retro Aldol,60.021129368
102_0,C(C(C(C)=O)O)=O,1,Retro Aldol,102.031694052
102_1,C(CO)=O,1,Knoevenagel H (inv),60.021129368
102_1,C(C(C(C)=O)O)=O,1,Knoevenagel H (inv),102.031694052
103_0,C(C(C=O)O)=O,1,Retro Aldol,88.016043988
103_0,C(C)(CO)=O,1,Retro Aldol,74.036779432
103_1,C(C(C=O)O)=O,1,Knoevenagel H (inv),88.016043988
103_1,C(C)(CO)=O,1,Knoevenagel H (inv),74.036779432
105_0,C(CO)=O,1,Retro Aldol,60.021129368
105_0,C(CC(C=O)O)=O,1,Retro Aldol,102.031694052
105_1,C(CO)=O,1,Knoevenagel H (inv),60.021129368
105_1,C(CC(C=O)O)=O,1,Knoevenagel H (inv),102.031694052
108_0,C(C(C(C=O)O)O)=O,1,Retro Aldol,118.026608672
108_0,C(C)=O,1,Retro Aldol,44.026214748
109_0,C(CO)=O,1,Keto-enol migration twice,60.021129368
111_0,C(CO)(C(CO)O)=O,1,Keto-enol migration twice,120.042258736
112_0,C(C(C(C(C(CO)O)O)O)O)=O,1,Keto-enol migration twice,180.063388104
114_0,C(C(C(CO)O)O)(C(CO)O)=O,1,Keto-enol migration twice,180.063388104
116_0,C(CC(C(C(CO)O)=O)O)=O,1,Keto-enol migration twice,162.05282342
118_0,C(C(CO)=O)(CC(CO)O)=O,1,Keto-enol migration twice,162.05282342
120_0,C(C(C(CC(CO)O)O)=O)=O,1,Keto-enol migration twice,162.05282342
122_0,C(C(CO)O)(CC(CO)=O)=O,1,Keto-enol migration twice,162.05282342
124_0,C(C(CC(C(CO)=O)O)O)=O,1,Keto-enol migration twice,162.05282342
126_0,C(CCO)(C(C(CO)=O)O)=O,1,Keto-enol migration twice,162.05282342
128_0,C(C(C(C(CCO)O)=O)O)=O,1,Keto-enol migration twice,162.05282342
130_0,C(CO)(C(CC(CO)=O)O)=O,1,Keto-enol migration twice,162.05282342
132_0,C(C(C(CC(C=O)O)O)O)=O,1,Keto-enol migration twice,162.05282342
134_0,C(C)(C(C(C(CO)=O)O)O)=O,1,Keto-enol migration twice,162.05282342
136_0,C(C(C(C=O)O)O)(C(C)O)=O,1,Keto-enol migration twice,162.05282342
138_0,C(CC(C(C(CO)=O)O)O)=O,1,Keto-enol migration twice,162.05282342
140_0,O,1,Amadori/Heyns Rearrangement,18.010564684
140_0,C(CNC)=O,1,Amadori/Heyns Rearrangement,73.052763849
142_0,O,1,Amadori/Heyns Rearrangement,18.010564684
142_0,C(CNC)(C(CO)O)=O,1,Amadori/Heyns Rearrangement,133.073893217
144_0,O,1,Amadori/Heyns Rearrangement,18.010564684
144_0,C(C(C(C(C(CO)O)O)O)NC)=O,1,Amadori/Heyns Rearrangement,193.095022585
146_0,O,1,Amadori/Heyns Rearrangement,18.010564684
146_0,C(C(C(CO)O)O)(C(CO)NC)=O,1,Amadori/Heyns Rearrangement,193.095022585
148_0,O,1,Amadori/Heyns Rearrangement,18.010564684
148_0,C(CC(C(C(CO)O)=O)NC)=O,1,Amadori/Heyns Rearrangement,175.084457901
150_0,O,1,Amadori/Heyns Rearrangement,18.010564684
150_0,C(C(CNC)=O)(CC(CO)O)=O,1,Amadori/Heyns Rearrangement,175.084457901
152_0,O,1,Amadori/Heyns Rearrangement,18.010564684
152_0,C(C(C(CC(CO)O)NC)=O)=O,1,Amadori/Heyns Rearrangement,175.084457901
154_0,O,1,Amadori/Heyns Rearrangement,18.010564684
154_0,C(C(CO)O)(CC(CNC)=O)=O,1,Amadori/Heyns Rearrangement,175.084457901
156_0,O,1,Amadori/Heyns Rearrangement,18.010564684
156_0,C(C(CC(C(CO)=O)NC)O)=O,1,Amadori/Heyns Rearrangement,175.084457901
158_0,O,1,Amadori/Heyns Rearrangement,18.010564684
158_0,C(CCO)(C(C(CNC)=O)O)=O,1,Amadori/Heyns Rearrangement,175.084457901
160_0,O,1,Amadori/Heyns Rearrangement,18.010564684
160_0,C(C(C(C(CCO)NC)=O)O)=O,1,Amadori/Heyns Rearrangement,175.084457901
162_0,O,1,Amadori/Heyns Rearrangement,18.010564684
162_0,C(CC(C(CNC)=O)O)(CO)=O,1,Amadori/Heyns Rearrangement,175.084457901
164_0,O,1,Amadori/Heyns Rearrangement,18.010564684
164_0,C(C(CC(C(C=O)O)O)NC)=O,1,Amadori/Heyns Rearrangement,175.084457901
166_0,O,1,Amadori/Heyns Rearrangement,18.010564684
166_0,C(C(C(C(CNC)=O)O)O)(C)=O,1,Amadori/Heyns Rearrangement,175.084457901
168_0,O,1,Amadori/Heyns Rearrangement,18.010564684
168_0,C(C(C(C=O)O)O)(C(C)NC)=O,1,Amadori/Heyns Rearrangement,175.084457901
170_0,O,1,Amadori/Heyns Rearrangement,18.010564684
170_0,C(CC(C(C(CNC)=O)O)O)=O,1,Amadori/Heyns Rearrangement,175.084457901
172_0,O,1,Amadori/Heyns Rearrangement,18.010564684
172_0,C(CNCC(O)=O)=O,1,Amadori/Heyns Rearrangement,117.042593089
174_0,O,1,Amadori/Heyns Rearrangement,18.010564684
174_0,C(CNCC(O)=O)(C(CO)O)=O,1,Amadori/Heyns Rearrangement,177.063722457
176_0,O,1,Amadori/Heyns Rearrangement,18.010564684
176_0,C(CNC)(C(C(C(CO)O)O)O)=O,1,Amadori/Heyns Rearrangement,193.095022585
178_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
178_0,C(CO)O,1,"Cannizarro 2, glucose (oxidation)",62.036779432
180_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
180_0,C(C(C(CO)O)O)O,1,"Cannizarro 2, glucose (oxidation)",122.0579088
182_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
182_0,C(CO)(CC(C(CO)O)O)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
184_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
184_0,C(C(C(CO)O)O)(CCO)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
186_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
186_0,C(C(CO)O)(CC(CO)O)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
187_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
187_0,C(C(CO)O)(CC(CO)O)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
188_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
188_0,C(C(C(CO)O)O)(CCO)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
189_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
189_0,C(CO)(CC(C(CO)O)O)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
191_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
191_0,C(C)(C(C(C(CO)O)O)O)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
193_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
193_0,C(CC(C(C(CO)O)O)O)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
195_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
195_0,C(C(C(C(CCO)O)O)O)=O,1,"Cannizarro 2, glucose (oxidation)",164.068473484
197_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
197_0,C(CO)(O)=O,1,"Cannizarro 2, glucose (oxidation)",76.016043988
199_0,C(C(C(C(C(CO)O)O)O)O)(O)=O,1,"Cannizarro 2, glucose (oxidation)",196.058302724
199_0,CO,1,"Cannizarro 2, glucose (oxidation)",32.026214748
200_0,C(C(C(C(C(CO)O)O)O)O)O,1,"Cannizarro 2, glucose (reduction)",182.079038168
