Id,Label,timeset,gen,type,weighted indegree,weighted outdegree,Weighted Degree
C(C(CO)C(CC=C)O)=O,,,4,1,9,16,25
487_1,,,,2,2,1,3
489_0,,,,2,2,1,3
C(C(CO)C(C(O)=O)(C=CC)O)=O,,,4,1,4,11,15
489_1,,,,2,2,1,3
491_0,,,,2,2,1,3
C(C(CO)C(C(O)=O)(CC=C)O)=O,,,4,1,4,11,15
491_1,,,,2,2,1,3
493_0,,,,2,2,1,3
C(C(CO)C(CC(C(O)=O)=C)O)=O,,,4,1,4,13,17
493_1,,,,2,2,1,3
495_0,,,,2,2,1,3
C(C(CO)C(C=C(C(O)=O)C)O)=O,,,4,1,4,7,11
495_1,,,,2,2,1,3
497_0,,,,2,2,1,3
C(C(CO)C1(C(OC(C)C1)=O)O)=O,,,4,1,4,9,13
497_1,,,,2,2,1,3
499_0,,,,2,2,1,3
C1(CC(C(O1)=O)(C(C=O)CO)O)=O,,,4,1,4,10,14
499_1,,,,2,2,1,3
500_0,,,,2,2,1,3
500_1,,,,2,2,1,3
501_0,,,,2,2,1,3
501_1,,,,2,2,1,3
502_0,,,,2,2,1,3
502_1,,,,2,2,1,3
503_0,,,,2,2,1,3
503_1,,,,2,2,1,3
504_0,,,,2,2,1,3
504_1,,,,2,2,1,3
505_0,,,,2,2,1,3
505_1,,,,2,2,1,3
507_0,,,,2,2,1,3
C(C(CO)CO)=O,,,4,1,8,80,88
507_1,,,,2,2,1,3
508_0,,,,2,2,1,3
