,Gen,ID,nC,nH,nO,MW,nAcid,nBase,nHBAcc,nHBDon
0,0,C(C(C(C(C(CO)O)O)O)O)=O,6,12,6,180.063388104,0,0,6,5
1,0,O,0,2,1,18.010564684,0,0,0,0
2,0,[OH-],0,1,1,17.00328823191,1,0,1,0
3,0,[H+],0,1,0,1.00727645209,0,1,0,0
4,0,[Fe+3],0,0,0,55.933291760269995,0,0,0,0
5,0,[Fe+2],0,0,0,55.93384034018,0,0,0,0
6,1,C(CO)=O,2,4,2,60.021129368000004,0,0,2,1
7,1,C(C(C(CO)O)O)=O,4,8,4,120.04225873600001,0,0,4,3
8,1,C(CO)(C(C(C(CO)O)O)O)=O,6,12,6,180.063388104,0,0,6,5
9,1,C(C(C(C(C(CO)O)O)O)O)(O)=O,6,12,7,196.05830272400001,1,0,6,6
10,1,C(C(C(C(C(CO)O)O)O)O)O,6,14,6,182.079038168,0,0,6,6
11,1,C(C(CC(C(CO)O)O)=O)=O,6,10,5,162.05282342,0,0,5,3
12,1,C(CC(C(C(CO)O)O)=O)=O,6,10,5,162.05282342,0,0,5,3
13,1,C(C(C(CC(CO)O)=O)O)=O,6,10,5,162.05282342,0,0,5,3
14,1,C(CC(C=O)O)(C(CO)O)=O,6,10,5,162.05282342,0,0,5,3
15,1,C(C(C(C=O)O)O)(CCO)=O,6,10,5,162.05282342,0,0,5,3
16,1,C(C(C(CC(CO)=O)O)O)=O,6,10,5,162.05282342,0,0,5,3
17,1,C(C(C(C(C(C)=O)O)O)O)=O,6,10,5,162.05282342,0,0,5,3
18,1,C(CC(C(C(C=O)O)O)O)=O,6,10,5,162.05282342,0,0,5,3
19,1,C(C(C1C(C(C(O)O1)O)O)O)O,6,12,6,180.063388104,0,0,6,5
20,1,C(C1C(C(C(C(O)O1)O)O)O)O,6,12,6,180.063388104,0,0,6,5
21,1,C1C(C(C(C(C(O)O1)O)O)O)O,6,12,6,180.063388104,0,0,6,5
22,1,C(C(CC(C(CO)O)O)O)(O)=O,6,12,6,180.063388104,1,0,5,5
23,1,C(C(C(C(C(CO)O)O)O)=O)=O,6,10,6,178.04773804,0,0,6,4
24,2,C1(C(C(C(C1CO)O)O)O)=O,6,10,5,162.05282342,0,0,5,4
25,2,C1(C(C(C(C(C1)O)O)O)O)=O,6,10,5,162.05282342,0,0,5,4
26,2,C(C1C(C(C(C1O)O)O)O)=O,6,10,5,162.05282342,0,0,5,4
27,2,C(CO)(CO)=O,3,6,3,90.031694052,0,0,3,2
28,2,C(C(CO)O)=O,3,6,3,90.031694052,0,0,3,2
29,2,C(C(C)=O)=O,3,4,2,72.021129368,0,0,2,0
30,2,C(CC(CO)=O)=O,4,6,3,102.031694052,0,0,3,1
31,2,C(C(C(C)=O)O)=O,4,6,3,102.031694052,0,0,3,1
32,2,C(C=O)=O,2,2,2,58.005479304000005,0,0,2,0
33,2,C(C)(C(CO)O)=O,4,8,3,104.047344116,0,0,3,2
34,2,C(C(CC(CO)=O)O)=O,5,8,4,132.042258736,0,0,4,2
35,2,C=O,1,2,1,30.010564684,0,0,1,0
36,2,C(C(CCO)=O)=O,4,6,3,102.031694052,0,0,3,1
37,2,C(CO)(CCO)=O,4,8,3,104.047344116,0,0,3,2
38,2,C(C(C(C(C)=O)O)O)=O,5,8,4,132.042258736,0,0,4,2
39,2,C(C(C=O)O)=O,3,4,3,88.016043988,0,0,3,1
40,2,C(C)(CO)=O,3,6,2,74.036779432,0,0,2,1
41,2,C(CC(C=O)O)=O,4,6,3,102.031694052,0,0,3,1
42,2,C(C(C(C=O)O)O)=O,4,6,4,118.02660867200001,0,0,4,2
43,2,C(C)=O,2,4,1,44.026214748,0,0,1,0
44,2,C(C(CO)=O)=O,3,4,3,88.016043988,0,0,3,1
45,2,C(CO)(C(CO)O)=O,4,8,4,120.04225873600001,0,0,4,3
46,2,C(C(C(CO)O)O)(C(CO)O)=O,6,12,6,180.063388104,0,0,6,5
47,2,C(CC(C(C(CO)O)=O)O)=O,6,10,5,162.05282342,0,0,5,3
48,2,C(C(CO)=O)(CC(CO)O)=O,6,10,5,162.05282342,0,0,5,3
49,2,C(C(C(CC(CO)O)O)=O)=O,6,10,5,162.05282342,0,0,5,3
50,2,C(C(CO)O)(CC(CO)=O)=O,6,10,5,162.05282342,0,0,5,3
51,2,C(C(CC(C(CO)=O)O)O)=O,6,10,5,162.05282342,0,0,5,3
52,2,C(CCO)(C(C(CO)=O)O)=O,6,10,5,162.05282342,0,0,5,3
53,2,C(C(C(C(CCO)O)=O)O)=O,6,10,5,162.05282342,0,0,5,3
54,2,C(CO)(C(CC(CO)=O)O)=O,6,10,5,162.05282342,0,0,5,3
55,2,C(C(C(CC(C=O)O)O)O)=O,6,10,5,162.05282342,0,0,5,3
56,2,C(C)(C(C(C(CO)=O)O)O)=O,6,10,5,162.05282342,0,0,5,3
57,2,C(C(C(C=O)O)O)(C(C)O)=O,6,10,5,162.05282342,0,0,5,3
58,2,C(CC(C(C(CO)=O)O)O)=O,6,10,5,162.05282342,0,0,5,3
59,2,C(C(C(C(C(CO)O)O)=O)O)=O,6,10,6,178.04773804,0,0,6,4
60,2,C(CO)O,2,6,2,62.036779432,0,0,2,2
61,2,C(C(C(CO)O)O)O,4,10,4,122.0579088,0,0,4,4
62,2,C(CO)(CC(C(CO)O)O)=O,6,12,5,164.068473484,0,0,5,4
63,2,C(C(C(CO)O)O)(CCO)=O,6,12,5,164.068473484,0,0,5,4
64,2,C(C(CO)O)(CC(CO)O)=O,6,12,5,164.068473484,0,0,5,4
65,2,C(C)(C(C(C(CO)O)O)O)=O,6,12,5,164.068473484,0,0,5,4
66,2,C(CC(C(C(CO)O)O)O)=O,6,12,5,164.068473484,0,0,5,4
67,2,C(C(C(C(CCO)O)O)O)=O,6,12,5,164.068473484,0,0,5,4
68,2,C(CO)(O)=O,2,4,3,76.016043988,1,0,2,2
69,2,C(C(C(CO)O)O)(O)=O,4,8,5,136.037173356,1,0,4,4
70,2,C(C(CC(C(CO)O)O)=O)(O)=O,6,10,6,178.04773804,1,0,5,4
71,2,C(CC(C(C(CO)O)O)=O)(O)=O,6,10,6,178.04773804,1,0,5,4
72,2,C(C(C(CC(CO)O)=O)O)(O)=O,6,10,6,178.04773804,1,0,5,4
73,2,C(CC(C(O)=O)O)(C(CO)O)=O,6,10,6,178.04773804,1,0,5,4
74,2,C(C(C(C(O)=O)O)O)(CCO)=O,6,10,6,178.04773804,1,0,5,4
75,2,C(C(C(CC(CO)=O)O)O)(O)=O,6,10,6,178.04773804,1,0,5,4
76,2,C(C(C(C(C(C)=O)O)O)O)(O)=O,6,10,6,178.04773804,1,0,5,4
77,2,C(CC(C(C(C(O)=O)O)O)O)=O,6,10,6,178.04773804,1,0,5,4
78,2,C(CC(C(C(C=O)O)O)O)(O)=O,6,10,6,178.04773804,1,0,5,4
79,2,C(C(C(C(C(CO)O)O)O)=O)(O)=O,6,10,7,194.04265266000002,1,0,6,5
80,2,C1(CC(C(C1(CO)O)O)O)=O,6,10,5,162.05282342,0,0,5,4
81,2,C(C1(C(C(CC1O)O)O)O)=O,6,10,5,162.05282342,0,0,5,4
82,2,C(C(C(CO)O)(C(CO)O)O)=O,6,12,6,180.063388104,0,0,6,5
83,2,C(CCO)(CC(C=O)=O)=O,6,8,4,144.042258736,0,0,4,1
84,2,C(CO)(CCC(C=O)=O)=O,6,8,4,144.042258736,0,0,4,1
85,2,C(C)(C(CC(C=O)=O)O)=O,6,8,4,144.042258736,0,0,4,1
86,2,C(CC(CC(C=O)=O)O)=O,6,8,4,144.042258736,0,0,4,1
87,2,C(CC(C(CCO)=O)=O)=O,6,8,4,144.042258736,0,0,4,1
88,2,C(CC(CC(CO)=O)=O)=O,6,8,4,144.042258736,0,0,4,1
89,2,C(CC(C(C(C)=O)O)=O)=O,6,8,4,144.042258736,0,0,4,1
90,2,C(CC(C(CC=O)O)=O)=O,6,8,4,144.042258736,0,0,4,1
91,2,C(C(C=O)O)(CC(C)=O)=O,6,8,4,144.042258736,0,0,4,1
92,2,C(C(C(CCC=O)=O)O)=O,6,8,4,144.042258736,0,0,4,1
93,2,C(C(CC(C(C)=O)=O)O)=O,6,8,4,144.042258736,0,0,4,1
94,2,C(CC(CC(C=O)O)=O)=O,6,8,4,144.042258736,0,0,4,1
95,2,C1(CC(C(C(CO)O)O1)O)=O,6,10,5,162.05282342,0,0,5,3
96,2,C1(COC(C(CO)O)C1O)=O,6,10,5,162.05282342,0,0,5,3
97,2,C1(C(O)OC(C(CO)O)C1)=O,6,10,5,162.05282342,0,0,5,3
98,2,C1(C(C(CO)O)OC(C1)O)=O,6,10,5,162.05282342,0,0,5,3
99,2,C(C)(C1C(C(C(O1)O)O)O)=O,6,10,5,162.05282342,0,0,5,3
100,2,C(CC1C(C(C(O)O1)O)O)=O,6,10,5,162.05282342,0,0,5,3
101,2,C1(CC(C(C(CO)O1)O)O)=O,6,10,5,162.05282342,0,0,5,3
102,2,C1(COC(CO)C(C1O)O)=O,6,10,5,162.05282342,0,0,5,3
103,2,C1(C(O)OC(CO)C(C1)O)=O,6,10,5,162.05282342,0,0,5,3
104,2,C1(C(C(CO)OC(C1)O)O)=O,6,10,5,162.05282342,0,0,5,3
105,2,C1(C(C(O)OC(CO)C1)O)=O,6,10,5,162.05282342,0,0,5,3
106,2,C1(C(CO)OC(C(C1)O)O)=O,6,10,5,162.05282342,0,0,5,3
107,2,C1(CC(C(C(CO1)O)O)O)=O,6,10,5,162.05282342,0,0,5,3
108,2,C1(COCC(C(C1O)O)O)=O,6,10,5,162.05282342,0,0,5,3
